18	194	234	271	308	
18	194	234	308	339	
18	194	271	308	339	
18	234	271	308	339	
94	194	234	271	308	
94	194	234	308	339	
94	194	271	308	339	
95	194	234	271	308	
95	194	234	308	339	
95	194	271	308	339	
194	234	271	308	339	
92	222	276	293	450	
92	268	276	293	450	
109	222	276	308	389	
130	222	276	308	389	
194	222	276	308	389	
7	59	194	222	291	
7	59	194	301	347	
7	95	194	222	291	
7	95	194	301	347	
7	194	222	301	347	
56	109	200	301	347	
56	109	222	301	347	
59	194	222	301	347	
95	194	222	301	347	
7	85	234	293	378	
7	94	222	276	293	
7	94	222	293	378	
7	94	276	293	378	
94	222	276	293	378	
109	222	276	293	378	
178	222	276	293	378	
94	222	301	303	327	
109	222	301	303	327	
18	59	94	194	222	
18	59	94	222	293	
18	59	94	293	308	
18	59	94	308	339	
18	59	94	339	406	
18	59	151	234	293	
18	59	151	308	339	
18	59	194	222	293	
18	59	194	234	293	
18	59	194	293	308	
18	59	194	308	339	
18	59	194	339	406	
18	59	234	293	308	
18	59	234	308	339	
18	59	293	308	339	
18	59	293	339	406	
18	59	308	339	406	
18	90	234	293	308	
18	90	234	308	339	
18	151	234	293	308	
18	151	234	308	339	
18	151	308	339	406	
18	194	222	293	308	
18	194	234	293	308	
18	194	234	308	339	
18	194	293	308	339	
18	194	293	339	406	
18	194	308	339	406	
18	234	293	308	339	
18	234	293	339	406	
18	234	308	339	406	
59	94	194	222	293	
59	94	194	234	293	
59	94	194	293	308	
59	94	194	308	339	
59	94	194	339	406	
59	94	222	293	308	
59	94	293	308	339	
59	94	293	339	406	
59	94	308	339	406	
59	151	234	293	308	
59	151	234	308	339	
59	151	308	339	406	
59	194	222	293	308	
59	194	234	293	308	
59	194	234	308	339	
59	194	293	308	339	
59	194	293	339	406	
59	194	308	339	406	
59	234	293	308	339	
59	234	293	339	406	
59	234	308	339	406	
59	293	308	339	406	
90	234	293	308	339	
90	234	293	339	406	
90	234	308	339	406	
94	194	222	293	308	
94	194	234	293	308	
94	194	234	308	339	
94	194	293	308	339	
94	194	293	339	406	
94	194	308	339	406	
94	222	293	308	339	
94	222	293	339	406	
94	293	308	339	406	
130	222	293	308	339	
130	222	293	339	406	
151	234	293	308	339	
151	234	293	339	406	
151	234	308	339	406	
194	222	293	308	339	
194	222	293	339	406	
194	234	293	308	339	
194	234	293	339	406	
194	234	308	339	406	
194	293	308	339	406	
222	293	308	339	406	
234	293	308	339	406	
18	59	85	151	271	
6	18	59	234	406	
6	18	90	234	406	
92	178	222	291	303	
92	178	222	276	293	
92	178	222	293	313	
92	178	222	301	347	
92	178	222	311	313	
92	222	276	293	313	
92	222	276	301	347	
92	222	293	313	326	
92	222	311	313	326	
92	276	293	313	326	
130	222	276	293	313	
130	222	276	301	347	
130	222	293	313	326	
130	222	311	313	326	
130	276	293	313	326	
178	222	276	293	313	
178	222	276	301	347	
178	222	293	313	326	
178	222	311	313	326	
222	276	293	313	326	
267	276	293	313	326	
59	94	194	293	339	
13	194	222	301	347	
13	194	271	308	339	
18	59	85	151	271	
18	59	85	194	222	
18	59	85	271	308	
18	59	151	271	308	
18	59	151	308	339	
18	59	194	222	301	
18	59	194	271	308	
18	59	194	301	347	
18	59	194	308	339	
18	59	271	308	339	
18	85	151	271	308	
18	85	151	308	339	
18	85	194	222	301	
18	85	194	271	308	
18	85	194	301	347	
18	85	194	308	339	
18	85	271	308	339	
18	151	271	308	339	
18	194	222	301	347	
18	194	271	308	339	
59	85	151	271	308	
59	85	151	308	339	
59	85	194	222	301	
59	85	194	271	308	
59	85	194	301	347	
59	85	194	308	339	
59	85	271	308	339	
59	151	271	308	339	
59	194	222	301	347	
59	194	271	308	339	
85	151	271	308	339	
85	194	222	301	347	
85	194	271	308	339	
18	194	222	303	429	
95	194	222	303	429	
92	94	293	313	398	
7	194	271	308	313	
7	194	271	311	313	
130	222	291	303	416	
7	59	194	234	271	
7	59	194	271	308	
7	59	194	293	308	
7	59	234	271	308	
7	59	234	293	308	
7	59	293	378	416	
7	194	234	271	308	
7	194	234	293	308	
7	194	293	378	416	
7	234	293	378	416	
59	194	234	271	308	
59	194	234	293	308	
59	194	293	378	416	
59	234	293	378	416	
194	234	293	378	416	
267	276	293	378	416	
94	293	303	308	339	
267	268	303	308	339	
18	85	151	271	308	
18	85	151	308	339	
18	85	194	222	276	
18	85	194	271	308	
18	85	194	308	339	
18	85	194	311	450	
18	85	194	339	406	
18	85	271	308	339	
18	85	271	311	450	
18	151	271	308	339	
18	151	271	311	450	
18	151	308	339	406	
18	194	222	276	301	
18	194	222	311	450	
18	194	271	308	339	
18	194	271	311	450	
18	194	308	339	406	
18	271	308	339	406	
85	151	271	308	339	
85	151	271	311	450	
85	151	308	339	406	
85	194	222	276	301	
85	194	222	311	450	
85	194	271	308	339	
85	194	271	311	450	
85	194	308	339	406	
85	271	308	339	406	
94	194	222	276	301	
94	194	222	311	450	
94	194	271	308	339	
94	194	271	311	450	
94	194	308	339	406	
94	222	276	308	339	
94	276	308	339	406	
109	222	276	308	339	
109	276	308	339	406	
130	222	276	308	339	
130	276	308	339	406	
151	271	308	339	406	
178	222	276	308	339	
194	222	276	308	339	
194	271	308	339	406	
222	276	308	339	406	
92	94	194	222	303	
92	94	194	311	405	
92	94	222	311	405	
92	109	222	311	405	
94	194	222	311	405	
13	194	271	308	313	
13	194	271	313	398	
13	194	271	429	450	
13	194	293	308	313	
13	194	293	313	398	
13	194	293	416	429	
13	194	293	429	450	
13	194	308	313	398	
13	194	308	429	450	
13	293	308	313	398	
13	293	308	429	450	
13	293	416	429	450	
18	151	271	308	313	
18	151	271	313	398	
18	151	271	429	450	
18	151	308	313	398	
18	151	308	429	450	
18	194	271	308	313	
18	194	271	313	398	
18	194	271	429	450	
18	194	293	308	313	
18	194	293	313	398	
18	194	293	416	429	
18	194	293	429	450	
18	194	308	313	398	
18	194	308	429	450	
18	271	308	313	398	
18	271	308	429	450	
94	194	271	308	313	
94	194	271	313	398	
94	194	271	429	450	
94	194	293	308	313	
94	194	293	313	398	
94	194	293	416	429	
94	194	293	429	450	
94	194	308	313	398	
94	194	308	429	450	
94	276	293	308	313	
94	276	293	313	398	
94	276	293	416	429	
94	276	293	429	450	
94	276	308	313	398	
94	276	308	429	450	
94	276	416	429	450	
94	276	417	429	450	
94	293	308	313	398	
94	293	308	429	450	
94	293	416	429	450	
95	194	271	308	313	
95	194	271	313	398	
95	194	271	429	450	
95	194	293	308	313	
95	194	293	313	398	
95	194	293	416	429	
95	194	293	429	450	
95	194	308	313	398	
95	194	308	429	450	
151	271	308	313	398	
151	271	308	429	450	
194	271	308	313	398	
194	271	308	429	450	
194	293	308	313	398	
194	293	308	429	450	
194	293	416	429	450	
276	293	308	313	398	
276	293	308	429	450	
276	293	416	429	450	
59	151	271	313	398	
56	109	276	293	303	
56	109	222	276	293	
56	109	222	293	303	
56	109	222	303	416	
56	109	276	293	303	
56	109	276	303	416	
56	222	276	293	303	
56	222	276	303	416	
56	222	293	303	416	
56	222	293	313	326	
109	222	276	293	303	
109	222	276	303	416	
109	222	293	303	416	
109	222	293	313	326	
109	276	293	303	416	
109	276	293	313	326	
130	222	276	293	303	
130	222	276	303	416	
130	222	293	303	416	
130	222	293	313	326	
130	276	293	303	416	
130	276	293	313	326	
201	276	293	303	416	
201	276	293	313	326	
201	293	313	326	398	
222	276	293	303	416	
222	276	293	313	326	
222	293	313	326	398	
276	293	313	326	398	
6	18	59	85	194	
6	18	59	94	194	
6	18	59	194	222	
6	18	59	234	271	
6	18	59	271	308	
6	18	85	194	222	
6	18	85	234	271	
6	18	85	271	308	
6	18	194	222	276	
6	18	194	234	271	
6	18	194	271	308	
6	18	234	271	308	
6	194	222	276	291	
6	194	234	271	308	
18	59	85	194	222	
18	59	85	234	271	
18	59	85	271	308	
18	59	94	194	222	
18	59	94	222	276	
18	59	94	276	291	
18	59	194	222	276	
18	59	194	234	271	
18	59	194	271	308	
18	59	234	271	308	
18	85	194	222	276	
18	85	194	234	271	
18	85	194	271	308	
18	85	234	271	308	
18	194	222	276	291	
18	194	234	271	308	
59	85	194	222	276	
59	85	194	234	271	
59	85	194	271	308	
59	85	234	271	308	
59	94	194	222	276	
59	94	194	234	271	
59	94	194	271	308	
59	94	222	276	291	
59	194	222	276	291	
59	194	234	271	308	
85	194	222	276	291	
85	194	234	271	308	
94	194	222	276	291	
94	194	234	271	308	
13	194	222	293	313	
